Id,Price
4836,246893.8565261895
14681,230088.0669953928
4475,158022.73785838962
14316,163325.43964413894
6663,186206.66228371204
9924,226428.22013717683
4135,106765.18134523276
6661,105980.62723940237
9778,142539.70161714562
4176,183366.16754952903
6675,206695.51184850882
7319,147907.58543044378
4834,212682.89767234752
3260,171028.85042856625
6607,142969.13685464323
11567,314120.2942320137
11838,108748.36233999919
6456,181550.02537812063
4637,438232.71691789926
13121,232678.82712939
312,114089.90028401889
1482,170314.6090935067
11817,230199.74747748053
918,164116.9978612463
11637,145185.28328222234
4695,130322.62821264629
5125,241672.62566514112
9236,200271.69922000417
14962,128570.46576607665
13475,157841.99688779833
16688,143283.26873685757
11080,238803.81537133703
9038,205571.26086682058
6368,240624.9450014883
1711,207293.68201092878
11604,219564.14462708926
11732,153423.8516296433
10515,241738.39176427503
343,210368.211652885
10462,144515.16221165526
13762,138147.1344689529
8558,155138.9002406239
4052,390159.76667278603
6794,176778.4090108281
10014,140523.60833754772
6533,210106.4323153986
2449,204403.0760293851
6681,185368.5888254562
7883,207777.48194976943
12032,200024.11723874183
5886,263999.30210347177
8672,141938.21051187548
7295,202360.20941835898
875,164864.95518070727
9535,168382.14632004607
12513,212053.11934406997
11513,140881.6700768329
15067,157271.32654960925
12608,272421.06803976774
10720,153840.089004552
12184,210261.191639051
16472,144773.31664861078
10151,182222.88366024345
14584,130470.13679736928
4353,175153.4948435224
6902,147829.0679396726
14686,235775.63671313165
1158,193879.33220372547
10141,140586.6174395789
8986,146018.3482355585
9033,139309.39105343507
512,206874.5051915251
13069,194301.38663906362
1343,143366.2808275736
5848,144690.02164672516
3862,203549.93761849697
6642,186636.35420908438
7582,207669.87394736396
2821,261903.96627402297
5912,237959.18791102027
10339,227283.58348418577
10582,147512.6345158061
7779,248766.69470628878
14428,133215.03293521042
10455,149100.4904019965
14622,183259.05943280106
6268,152794.1673930286
8713,213407.53827805247
146,269136.7004170481
1551,199970.54090325115
11985,213450.72566174564
3409,176398.01527005155
5860,162442.16123501144
9493,212166.54240285026
8809,201431.33422682187
5055,145884.96878704024
12747,142272.997604292
13707,124804.43190542818
1871,161433.67847302996
12644,199246.28543407205
5090,142573.52890395065
381,179188.48392641175
13504,207428.06129506897
3572,140574.30556640748
14523,211611.14369502917
5881,178699.4462816127
7848,197287.71992652185
7061,202476.08820455847
7615,217444.5560798845
15834,190923.8348893325
5002,235411.22331885
2538,172113.748010731
1254,141724.41430986728
244,206912.4413014309
5446,180692.00822029947
3103,237532.0337768801
7555,180622.88109747032
12262,239610.00867103846
4809,218237.44790658998
6909,207943.84851714084
4746,140704.3715996596
1234,209267.4590386864
11099,129190.20715487504
4129,161885.07183826153
7843,159264.46410800883
3715,204741.96543018203
14633,136458.84161671947
3806,163285.49024257055
12575,164673.3202560702
9251,238964.2768759852
5929,139527.27259251114
15576,145440.01057724713
6064,209527.5086961838
2600,268203.15216661565
1814,143951.94929269628
11380,231247.90817121486
11890,204346.03847555813
15608,205064.763915597
5506,250302.55754165442
13459,143716.36864162004
8275,147655.30096942314
11286,200753.75330292594
8146,251899.95777007806
11418,199903.03083231862
12003,208412.55227991892
8752,147547.97979341983
5470,244592.22647417476
1,252860.6348161972
15622,171619.50049900776
8226,277314.0251973684
10545,280938.93871336564
3937,199302.10048285572
802,254540.06537487215
1048,204683.33149862042
12167,180559.4304934532
14354,236637.77581576348
12954,145249.45383034865
14986,215919.62422432425
12598,270259.19170436676
13015,201785.33122620467
15195,240974.5779050448
5149,196617.04161188848
7602,205551.36746765763
15539,271049.027794075
5195,210648.98745959208
10213,272866.2274497653
8629,155522.6248630789
4392,155332.55708654012
13119,137435.093073817
16659,219769.91198330876
3258,191815.89970234883
5295,157216.49902617143
537,152179.87748737578
2143,142153.40554666147
9986,200907.8641715465
4412,250315.23874133718
13261,207842.6401400258
5618,142886.29458262437
7431,273343.014210103
15988,138676.83040185578
14701,146341.93801396462
11717,244930.5198975211
11946,144405.47869189418
1370,143258.73630768666
8822,224812.60029475647
11066,266131.6461874714
2250,220528.44833284445
16384,172750.1060262967
16426,204232.96359089916
12695,205180.0599642026
8759,194248.45581913134
5454,162409.00465137267
1142,153652.5839124697
12350,133294.90159201904
52,284781.4413269612
3946,217008.84528302168
4118,143480.44841741733
12341,202450.41506458275
7986,160767.8398705537
3570,137643.95364331335
15587,140583.91180990147
5856,196765.942242015
7428,207920.93051036983
1721,204301.03679940672
14536,242884.24837471193
9976,182248.7496115175
11524,229073.79863293923
15306,169556.95210417788
6218,145780.41156179676
9696,159733.6976327071
2472,208385.80340690192
12659,232896.1214468896
15101,264058.5406956606
763,220975.4725358634
6077,156241.7451179726
7228,240599.09851502537
6580,195593.0595172795
7340,272449.63115691586
11877,200876.35875295653
14758,142577.88580274765
2990,143283.9469993097
16764,145519.75952821856
4881,207641.31513211294
516,151392.35538722135
15472,203445.5948483308
14163,143601.94364024105
4270,149065.27976743013
6313,208580.17096118492
10616,224552.3325226107
14395,178201.0953469006
7494,189899.544543084
1385,140520.92373803782
9942,318062.76572784333
14032,144092.04187251706
5705,200596.77348655392
9887,177738.66369966822
10281,199268.93571976162
6112,205122.590924053
16709,229304.1836846387
15453,143420.40537315627
2984,145171.10516668178
15857,274536.22583758994
9553,158310.3444464101
8593,153877.9984680996
3493,176090.79636017964
12053,145771.27937662916
8872,141473.05649366448
15561,149937.3461419352
8155,241344.20925185372
9133,213745.18055868335
8301,206102.4068262922
15254,203941.09825372035
8684,179552.30486423895
13967,181323.9258754494
9365,133739.51296030523
3770,145342.84550288063
15299,115075.53899125256
7899,139166.61175164123
10373,143952.43304085705
7055,202672.6354657548
1402,204683.33149862042
14853,209894.5083525052
12688,209888.92417648656
9825,237008.9733492443
6247,142190.4877079873
11529,143718.4653603833
5399,267969.6632181401
10136,138170.08712348572
16195,139967.12591615948
2809,212462.67486378225
16555,142749.9932056854
3068,239041.9256783747
2558,138510.16467099948
9928,144515.16221165526
8910,224661.24474450527
14089,159786.9899543101
11718,177198.09802983492
9245,197396.47707445853
16071,210512.72874985577
8133,150888.37428192634
16520,206948.06413045202
8465,241080.07238970968
2612,208080.0833844672
8099,145688.840157354
12946,119972.77972050256
13564,227572.18711745224
7210,118944.39553986338
